ID,BillingType,Status,Category,DateAdd,MrrTotal,Quantity,ServicesStartDate,ServicesStatus,ServiceName,Price,Locations
1913,recurring,disabled,person,2020-03-24,0,1,2021-07-01,active,FTTH 15,26000,PYAY-CITY-FTTH
1925,recurring,disabled,person,2020-03-25,0,1,2021-07-01,disabled,FTTH 15,26000,Uni - Bahan
1926,recurring,disabled,person,2020-03-25,0,1,2020-02-10,hidden,FTTH 15,26000,Uni - South Oakkala
1928,recurring,disabled,person,2020-03-25,0,1,2021-09-01,hidden,FTTH 15,26000,Uni - North Dagon
1930,recurring,active,person,2020-03-25,19500,1,2021-07-01,disabled,FTTH 15,26000,PYAY-CITY-FTTH
1933,recurring,active,person,2020-03-25,19500,1,2021-07-01,active,FTTH 15,26000,APN - The Leaf
1937,recurring,active,person,2020-03-26,26000,1,2021-07-01,active,FTTH 15,26000,Uni - Mingalartaungnyunt
1941,recurring,disabled,person,2020-03-26,0,1,2020-02-10,hidden,FTTH 15,26000,Uni - Mingalartaungnyunt
1949,recurring,blocked,person,2020-03-26,0,1,2020-02-11,hidden,FTTH 15,26000,Uni - Thar Kay Ta
1950,recurring,disabled,person,2020-03-26,0,1,2020-02-11,hidden,FTTH 15,26000,Uni - Thingangyun
1951,recurring,blocked,person,2020-03-26,26000,1,2020-02-11,hidden,FTTH 15,26000,PYAY-CITY-FTTH
1952,recurring,disabled,person,2020-03-26,0,1,2020-02-11,hidden,FTTH 15,26000,Uni - Dawpone
1956,recurring,active,person,2020-03-26,26000,1,2021-07-01,disabled,FTTH 15,26000,Uni - South Oakkala
1963,recurring,disabled,person,2020-03-28,0,1,2020-02-13,hidden,FTTH 15,26000,PYAY-CITY-FTTH
1969,recurring,disabled,person,2020-03-28,0,1,2020-02-14,hidden,FTTH 15,26000,Uni - Sanchaung
1971,recurring,active,person,2020-03-28,22285.7142,1,2020-02-14,hidden,FTTH 25,42000,APN - San Chaung Garden
1976,recurring,disabled,person,2020-03-28,0,1,2020-02-14,hidden,FTTH 15,26000,Uni - Mayangone
1977,recurring,disabled,person,2020-03-28,0,1,2020-02-14,hidden,Business 30,109000,MIH - Mayangone
1980,recurring,active,person,2020-03-30,26000,1,2020-02-15,hidden,FTTH 15,26000,APN - Aung Zeya Yeik Mon
1981,recurring,active,person,2020-03-30,26000,1,2020-02-15,hidden,FTTH 15,26000,MIH - Thingangyun
1982,recurring,disabled,person,2020-03-30,0,1,2020-02-15,hidden,FTTH 15,26000,Uni - Thingangyun
1983,recurring,disabled,person,2020-03-30,0,1,2021-07-01,active,FTTH 15,26000,Uni - Insein
1984,recurring,disabled,person,2020-03-30,0,1,2020-02-15,hidden,FTTH 25,42000,Uni - South Oakkala
1987,recurring,disabled,person,2020-03-30,0,1,2020-02-15,hidden,FTTH 15,26000,APN - AYCT
1989,recurring,active,person,2020-03-30,60000,1,2020-02-15,hidden,FTTH 15,26000,APN - The Leaf
1994,recurring,disabled,person,2020-03-30,0,1,2020-02-17,hidden,FTTH 15,26000,Uni - Sanchaung
1995,recurring,disabled,person,2020-03-30,0,1,2020-02-17,hidden,FTTH 15,26000,Uni - Yankin
1996,recurring,disabled,person,2020-03-30,0,1,2020-07-22,hidden,FTTH 25,42000,Uni - Tamwe
1997,recurring,disabled,person,2020-03-30,0,1,2020-02-17,hidden,FTTH 15,26000,PYAY-CITY-FTTH
1998,recurring,disabled,person,2020-03-31,0,1,2020-02-17,hidden,FTTH 15,26000,APN - San Chaung Garden
2004,recurring,active,person,2020-03-31,26000,1,2021-07-01,hidden,FTTH 15,26000,Uni - Mayangone
2005,recurring,blocked,person,2020-04-01,26000,1,2020-02-17,hidden,FTTH 15,26000,Uni - Tamwe
2006,recurring,disabled,person,2020-04-01,0,1,2021-07-01,active,FTTH 15,26000,Uni - Kyimyintdaing
2008,recurring,active,person,2020-04-01,26000,1,2021-07-01,active,FTTH 15,26000,Uni - Mayangone
2010,recurring,active,person,2020-04-01,26000,1,2020-02-18,hidden,FTTH 60,75000,APN - Shwe Ohn Pin (1)
2013,recurring,disabled,person,2020-04-01,0,1,2020-02-18,hidden,FTTH 25,42000,PYAY-CITY-FTTH
2017,recurring,active,person,2020-04-01,42000,1,2020-02-18,disabled,FTTH 25,42000,MIH - Yankin
2019,recurring,active,person,2020-04-02,26000,1,2020-02-18,hidden,FTTH 15,26000,APN - San Chaung Garden
2020,recurring,disabled,person,2020-04-02,0,1,2020-02-18,hidden,FTTH 15,26000,APN - Skysuites
2027,recurring,active,person,2020-04-02,0,1,2020-02-18,hidden,FTTH 15,26000,Uni - Bahan
2031,recurring,active,person,2020-04-02,26000,1,2020-02-19,hidden,FTTH 15,26000,Uni - South Oakkala
2032,recurring,disabled,person,2020-04-02,0,1,2020-02-19,hidden,FTTH 100,119000,Uni - Sanchaung
2033,recurring,active,person,2020-04-03,26000,1,2020-02-19,hidden,FTTH 25,42000,Uni - Hlaing
2035,recurring,disabled,person,2020-04-04,0,1,2021-07-01,active,FTTH 15,26000,PYAY-CITY-FTTH
2037,recurring,disabled,person,2020-04-04,0,1,2020-02-19,hidden,FTTH 15,26000,LAOKAI-FTTH
2045,recurring,active,person,2020-04-05,17550,1,2020-02-20,hidden,FTTH 15,26000,Uni - South Oakkala
2065,recurring,disabled,person,2020-04-11,0,1,2020-02-24,hidden,FTTH 25,42000,LAOKAI-FTTH
2067,recurring,disabled,person,2020-04-13,0,1,2020-02-24,hidden,FTTH 25,42000,LAOKAI-FTTH
2068,recurring,disabled,person,2020-04-14,0,1,2021-07-01,active,FTTH 15,26000,LAOKAI-FTTH
2073,recurring,disabled,person,2020-04-15,0,1,2020-02-24,hidden,FTTH 15,26000,LAOKAI-FTTH
2074,recurring,disabled,person,2020-04-18,0,1,2021-07-01,active,FTTH 15,26000,LAOKAI-FTTH
2075,recurring,active,person,2020-04-20,26000,1,2020-02-24,hidden,FTTH 15,26000,Uni - South Oakkala
2079,recurring,active,person,2020-04-20,26000,1,2020-02-25,hidden,FTTH 15,26000,Uni - Thingangyun
2086,recurring,disabled,person,2020-04-21,0,1,2021-08-01,disabled,FTTH 15,26000,Uni - Botataung
2087,recurring,active,person,2020-04-21,26000,1,2020-02-26,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2089,recurring,disabled,person,2020-04-21,0,1,2020-02-26,hidden,FTTH 15,26000,Uni - Pabaedan
2093,recurring,blocked,person,2020-04-21,26000,1,2021-07-01,disabled,FTTH 15,26000,PYAY-CITY-FTTH
2094,recurring,disabled,person,2020-04-21,0,1,2021-07-01,active,FTTH 15,26000,APN - Diamond
2095,recurring,disabled,person,2020-04-21,0,1,2021-07-01,disabled,FTTH 15,26000,Uni - Dawpone
2097,recurring,active,person,2020-04-22,26000,1,2020-02-26,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2105,recurring,disabled,person,2020-04-23,0,1,2020-02-27,hidden,FTTH 15,26000,Uni - Thingangyun
2110,recurring,blocked,person,2020-04-23,0,1,2021-07-01,active,FTTH 15,26000,Uni - Dagonseikkan
2117,recurring,active,person,2020-04-24,26000,1,2020-02-28,disabled,LK-BI-Global-20,1500,PYAY-CITY-FTTH
2118,recurring,active,person,2020-04-24,26000,1,2021-07-01,active,FTTH 15,26000,PYAY-CITY-FTTH
2119,recurring,active,person,2020-04-24,26000,1,2020-02-28,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2141,recurring,disabled,person,2020-04-26,0,1,2021-07-01,hidden,FTTH 15,26000,APN - AYCT
2142,recurring,active,person,2020-04-26,26000,1,2021-07-01,active,FTTH 15,26000,Uni - Tamwe
2164,recurring,active,person,2020-04-27,20800,1,2020-03-02,active,LK-BI-Global-20,1500,PYAY-CITY-FTTH
2167,recurring,disabled,person,2020-04-27,0,1,2021-07-01,disabled,FTTH 15,26000,Uni - Tamwe
2168,recurring,disabled,person,2020-04-28,0,1,2021-07-01,active,FTTH 15,26000,PYAY-CITY-FTTH
2170,recurring,active,person,2020-04-28,26000,1,2021-07-01,disabled,FTTH 15,26000,Uni - South Oakkala
2173,recurring,disabled,person,2020-04-28,0,1,2020-03-03,hidden,FTTH 15,26000,Uni - Dagon
2181,recurring,blocked,person,2020-04-29,26000,1,2020-03-03,hidden,FTTH 15,26000,Uni - South Oakkala
2183,recurring,disabled,person,2020-04-29,0,1,2021-07-01,hidden,FTTH 15,26000,APN - Pearl 
2184,recurring,active,person,2020-04-29,26000,1,2021-07-01,active,FTTH 25,42000,APN - San Chaung Garden
2185,recurring,disabled,person,2020-04-29,0,1,2020-03-03,hidden,FTTH 15,26000,Uni - North Oakkala
2187,recurring,disabled,person,2020-04-29,0,1,2021-07-01,active,FTTH 15,26000,MIH - Mayangone
2190,recurring,active,person,2020-04-29,26000,1,2021-07-01,active,FTTH 15,26000,Uni - South Oakkala
2193,recurring,active,person,2020-04-30,26000,1,2020-03-03,hidden,FTTH 15,26000,Uni - Sanchaung
2197,recurring,active,person,2020-04-30,19500,1,2020-03-03,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2200,recurring,disabled,person,2020-05-01,0,1,2020-03-03,hidden,FTTH 15,26000,Uni - North Dagon
2201,recurring,disabled,person,2020-05-01,0,1,2021-07-01,active,FTTH 15,26000,Uni - East Dagon
2202,recurring,disabled,person,2020-05-02,0,1,2020-03-03,hidden,FTTH 15,26000,Uni - North Oakkala
2203,recurring,active,person,2020-05-02,26000,1,2021-07-01,active,FTTH 15,26000,Uni - South Oakkala
2205,recurring,active,person,2020-05-02,22285.7142,1,2021-07-01,active,FTTH 15,26000,APN - San Chaung Garden
2211,recurring,disabled,person,2020-05-02,0,1,2021-07-01,active,FTTH 15,26000,LAOKAI-DIA-GLOBAL
2213,recurring,blocked,person,2020-05-02,0,1,2020-03-04,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2214,recurring,disabled,person,2020-05-02,0,1,2020-03-04,hidden,FTTH 15,26000,Uni - North Oakkala
2215,recurring,active,person,2020-05-02,26000,1,2020-03-04,hidden,FTTH 15,26000,MIH - Alone
2216,recurring,active,person,2020-05-02,26000,1,2020-03-04,hidden,FTTH 15,26000,APN - AYCT
2217,recurring,disabled,person,2020-05-02,0,1,2021-08-01,disabled,FTTH 15,26000,Uni - Dagon
2218,recurring,active,person,2020-05-03,26000,1,2020-03-04,hidden,FTTH 15,26000,Uni - Yankin
2219,recurring,active,person,2020-05-03,19500,1,2020-03-05,hidden,FTTH 15,26000,APN - AYCT
2225,recurring,active,person,2020-05-04,19500,1,2021-07-01,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2231,recurring,disabled,person,2020-05-04,0,1,2021-07-01,active,FTTH 15,26000,PYAY-CITY-FTTH
2234,recurring,disabled,person,2020-05-04,0,1,2020-03-05,hidden,FTTH 15,26000,Uni - Kamayut
2235,recurring,active,person,2020-05-04,26000,1,2021-08-01,hidden,FTTH 15,26000,Uni - Tamwe
2240,recurring,disabled,person,2020-05-04,0,1,2020-03-05,hidden,FTTH 15,26000,APN - Shwe Ohn Pin (2)
2241,recurring,disabled,person,2020-05-05,0,1,2020-03-05,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2250,recurring,blocked,person,2020-05-05,42000,1,2020-03-06,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2251,recurring,disabled,person,2020-05-05,0,1,2021-07-01,active,FTTH 15,26000,PYAY-CITY-FTTH
2253,recurring,disabled,person,2020-05-06,0,1,2020-03-06,hidden,FTTH 15,26000,APN - Shwe Ohn Pin (1)
2255,recurring,disabled,person,2020-05-06,0,1,2020-03-06,hidden,FTTH 15,26000,Uni - North Oakkala
2256,recurring,active,person,2020-05-06,3250,1,2020-03-06,hidden,FTTH 15,26000,LAOKAI-FTTH
2259,recurring,active,person,2020-05-09,26000,1,2021-07-01,active,FTTH 15,26000,PYAY-CITY-FTTH
2263,recurring,active,person,2020-05-07,149000,1,2020-03-06,hidden,FTTH 15,26000,APN - Parami Valley
2267,recurring,active,person,2020-05-07,26000,1,2021-07-01,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2268,recurring,active,person,2020-05-07,23400,1,2020-03-06,hidden,FTTH 15,26000,Uni - Mayangone
2269,recurring,active,person,2020-05-07,35000,1,2021-07-01,disabled,FTTH 15,26000,APN - Maharswe
2273,recurring,disabled,person,2020-05-07,0,1,2021-07-01,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2274,recurring,disabled,person,2020-05-07,0,1,2021-07-01,hidden,FTTH 15,26000,MIH - Shine Esperado
2276,recurring,active,person,2020-05-08,26000,1,2021-07-01,disabled,Business 50,149000,Uni - North Dagon
2279,recurring,active,person,2020-05-08,26000,1,2020-03-06,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2280,recurring,active,person,2020-05-08,26000,1,2021-07-01,active,FTTH 15,26000,PYAY-CITY-FTTH
2282,recurring,disabled,person,2020-05-09,0,1,2021-07-01,active,FTTH 15,26000,LAOKAI-FTTH
2285,recurring,active,person,2020-05-09,26000,1,2021-03-01,hidden,FTTH 15,26000,Uni - Kamayut
2286,recurring,active,person,2020-05-09,26000,1,2020-03-06,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2288,recurring,active,person,2020-05-09,26000,1,2020-03-06,hidden,FTTH 15,26000,Uni - Bahan
2289,recurring,active,person,2020-05-09,26000,1,2021-07-01,hidden,FTTH 15,26000,APN - San Chaung Garden
2292,recurring,active,person,2020-05-09,26000,1,2021-09-01,active,FTTH 15,26000,Uni - Hlaing
2293,recurring,disabled,person,2020-05-10,0,1,2020-03-07,hidden,FTTH 15,26000,Uni - Hlaing Thar Yar
2295,recurring,active,person,2020-05-10,0,1,2020-03-07,hidden,FTTH 15,26000,APN - The Leaf
2298,recurring,active,person,2020-05-11,26000,1,2020-03-07,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2301,recurring,active,person,2020-05-11,26000,1,2020-03-08,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2305,recurring,disabled,person,2020-05-11,0,1,2020-03-09,disabled,LK-BI-Global-20,1500,PYAY-CITY-FTTH
2306,recurring,active,person,2020-05-11,26000,1,2020-03-09,disabled,LK-BI-Global-20,1500,PYAY-CITY-FTTH
2307,recurring,disabled,person,2020-05-11,0,1,2020-03-09,disabled,LK-BI-Global-20,1500,Uni - South Oakkala
2308,recurring,blocked,person,2020-05-11,26000,1,2020-03-10,hidden,FTTH 15,26000,Uni - Kamayut
2311,recurring,blocked,person,2020-05-12,0,1,2021-07-01,active,FTTH 15,26000,Uni - Kamayut
2314,recurring,disabled,person,2020-05-12,0,1,2020-03-10,hidden,FTTH 15,26000,Uni - South Dagon
2316,recurring,blocked,person,2020-05-13,26000,1,2021-07-01,active,FTTH 15,26000,PYAY-CITY-FTTH
2318,recurring,disabled,person,2020-05-13,0,1,2020-03-10,hidden,FTTH 15,26000,Uni - Sanchaung
2323,recurring,active,person,2020-05-14,26000,1,2020-03-10,hidden,FTTH 15,26000,Uni - Mingalartaungnyunt
2326,recurring,active,person,2020-05-15,19500,1,2021-07-01,active,FTTH 15,26000,PYAY-CITY-FTTH
2327,recurring,disabled,person,2020-05-15,0,1,2020-03-10,disabled,LK-BI-Global-20,1500,Uni - Sanchaung
2330,recurring,disabled,person,2020-05-15,0,1,2021-07-01,active,FTTH 15,26000,MIH - Alone
2335,recurring,disabled,person,2020-05-15,0,1,2020-03-11,hidden,FTTH 15,26000,Uni - Dawpone
2339,recurring,disabled,person,2020-05-16,0,1,2020-03-11,hidden,FTTH 15,26000,LAOKAI-FTTH
2341,recurring,disabled,person,2020-05-16,0,1,2020-03-11,hidden,FTTH 15,26000,Uni - Mingalartaungnyunt
2342,recurring,active,person,2020-05-16,26000,1,2020-03-11,hidden,FTTH 60,75000,APN - Pyi Yeik Mon ( Bayintnaung)
2346,recurring,active,person,2020-05-15,26000,1,2020-03-11,hidden,FTTH 15,26000,MIH - Kamayut
2354,recurring,disabled,person,2020-05-19,0,1,2020-03-12,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2356,recurring,disabled,person,2020-05-19,0,1,2020-03-12,hidden,FTTH 15,26000,MIH - South Oakkala
2362,recurring,disabled,person,2020-05-20,0,1,2020-03-12,hidden,FTTH 15,26000,Uni - Thingangyun
2371,recurring,disabled,person,2020-05-20,0,1,2020-03-12,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2372,recurring,disabled,person,2020-05-20,0,1,2020-03-12,hidden,FTTH 15,26000,MIH - Pazundaung
2373,recurring,blocked,person,2020-05-21,0,1,2020-03-12,hidden,FTTH 15,26000,Uni - Tamwe
2375,recurring,disabled,person,2020-05-21,0,1,2021-07-01,disabled,FTTH 15,26000,Uni - Dagon
2381,recurring,active,person,2020-05-22,26000,1,2020-03-13,hidden,FTTH 25,42000,APN - AYCT
2387,recurring,active,person,2020-05-23,26000,1,2021-07-01,disabled,FTTH 15,26000,APN - AYCT
2392,recurring,disabled,person,2020-05-25,0,1,2021-08-01,active,FTTH 15,26000,PYAY-CITY-FTTH
2398,recurring,blocked,person,2020-05-25,0,1,2020-03-13,hidden,FTTH 15,26000,Uni - Sanchaung
2401,recurring,disabled,person,2020-05-26,0,1,2020-03-13,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2403,recurring,disabled,person,2020-05-26,0,1,2021-07-01,active,FTTH 15,26000,Uni - Sanchaung
2404,recurring,active,person,2020-05-26,87200,1,2020-03-13,hidden,FTTH 100,119000,APN - The Leaf
2405,recurring,blocked,person,2020-05-26,26000,1,2020-03-13,hidden,FTTH 100,119000,PYAY-CITY-FTTH
2407,recurring,disabled,person,2020-05-26,0,1,2020-03-13,hidden,FTTH 15,26000,MIH - Dagon
2408,recurring,active,person,2020-05-27,26000,1,2021-04-30,hidden,FTTH 15,26000,Uni - Tamwe
2409,recurring,disabled,person,2020-05-27,0,1,2021-07-01,hidden,FTTH 15,26000,Uni - Dagonseikkan
2412,recurring,disabled,person,2020-05-27,0,1,2021-08-01,hidden,FTTH 15,26000,APN - The Leaf
2416,recurring,disabled,person,2020-05-27,0,1,2020-03-14,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2420,recurring,disabled,person,2020-05-28,0,1,2021-07-01,hidden,FTTH 15,26000,Uni - Lamadaw
2426,recurring,active,person,2020-05-28,26000,1,2021-07-01,disabled,FTTH 15,26000,PYAY-CITY-FTTH
2429,recurring,disabled,person,2020-05-29,0,1,2021-07-01,active,FTTH 15,26000,Uni - Hlaing
2430,recurring,active,person,2020-05-29,19500,1,2021-07-01,hidden,FTTH 15,26000,Uni - Sanchaung
2436,recurring,blocked,person,2020-05-30,0,1,2020-03-16,hidden,FTTH 15,26000,MIH - Lamadaw
2437,recurring,active,person,2020-05-30,26000,1,2020-03-16,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2439,recurring,disabled,person,2020-06-01,0,1,2020-03-16,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2440,recurring,disabled,person,2020-06-01,0,1,2020-03-16,hidden,FTTH 15,26000,MIH - Mayangone
2444,recurring,disabled,person,2020-06-01,0,1,2020-03-16,hidden,FTTH 15,26000,Uni - Sanchaung
2446,recurring,active,person,2020-06-01,22285.7142,1,2020-03-16,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2453,recurring,active,person,2020-06-02,26000,1,2020-03-17,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2455,recurring,disabled,person,2020-06-02,0,1,2021-07-01,active,FTTH 15,26000,PYAY-CITY-FTTH
2457,recurring,blocked,person,2020-06-02,0,1,2021-07-01,hidden,FTTH 25,42000,Uni - Tamwe
2459,recurring,active,person,2020-06-02,1500,1,2021-07-01,active,FTTH 15,26000,LAOKAI-FTTH
2460,recurring,disabled,person,2020-06-02,0,1,2020-03-17,hidden,FTTH 15,26000,Uni - Insein
2462,recurring,disabled,person,2020-06-03,0,1,2020-03-17,hidden,FTTH 15,26000,MIH - Latha
2464,recurring,active,person,2020-06-03,26000,1,2020-03-17,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2467,recurring,active,person,2020-06-03,0,1,2020-03-17,disabled,LK-DIA-Global-100,29000,MIH - Bahan
2470,recurring,disabled,person,2020-06-04,0,1,2021-07-21,disabled,FTTH 15,26000,PYAY-CITY-FTTH
2472,recurring,active,person,2020-06-04,26000,1,2021-07-01,active,FTTH 15,26000,Uni - Yankin
2474,recurring,disabled,person,2020-06-04,0,1,2020-03-18,hidden,FTTH 15,26000,Uni - Insein
2475,recurring,disabled,person,2020-06-04,0,1,2021-07-01,hidden,FTTH 15,26000,MIH - Kamayut
2480,recurring,active,company,2020-06-05,75000,1,2021-07-01,active,FTTH 15,26000,APN - Samanea
2485,recurring,active,person,2020-06-06,26000,1,2020-03-18,hidden,FTTH 25,42000,MIH - Hlaing
2486,recurring,disabled,person,2020-06-06,0,1,2020-03-18,hidden,FTTH 15,26000,LAOKAI-FTTH
2488,recurring,disabled,person,2020-06-05,0,1,2020-03-18,hidden,FTTH 15,26000,Uni - Tamwe
2490,recurring,active,person,2020-06-06,26000,1,2021-08-01,active,FTTH 15,26000,Uni - Tamwe
2491,recurring,active,person,2020-06-07,119200,1,2020-03-18,hidden,FTTH 15,26000,MIH - Mayangone
2492,recurring,active,person,2020-06-08,26000,1,2020-03-19,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2495,recurring,active,person,2020-06-08,26000,1,2020-03-19,hidden,FTTH 25,42000,PYAY-CITY-FTTH
2496,recurring,disabled,person,2020-06-08,0,1,2020-03-19,hidden,FTTH 15,26000,MIH - Hlaing
2497,recurring,blocked,person,2020-06-08,26000,1,2021-09-01,disabled,FTTH 15,26000,MIH - East Dagon
2498,recurring,active,person,2020-06-08,22285.7142,1,2020-03-19,hidden,FTTH 15,26000,MIH - Hlaing
2501,recurring,disabled,person,2020-06-09,0,1,2020-03-19,hidden,FTTH 25,42000,MIH - Alone
2504,recurring,active,person,2020-06-09,26000,1,2020-03-19,disabled,LK-BI-Global-20,1500,APN - Shwe Ohn Pin (2)
2505,recurring,active,person,2020-06-09,31500,1,2021-07-01,active,FTTH 15,26000,MIH - Shwe Mya Yar
2506,recurring,disabled,person,2020-06-09,0,1,2020-03-20,hidden,FTTH 15,26000,Uni - Dagonseikkan
2507,recurring,active,person,2020-06-09,26000,1,2021-07-01,hidden,FTTH 15,26000,Uni - Tamwe
2508,recurring,active,person,2020-06-10,42000,1,2021-07-01,active,FTTH 15,26000,APN - Samanea
2509,recurring,disabled,person,2020-06-10,0,1,2020-03-20,hidden,FTTH 15,26000,MIH - Hlaing
2517,recurring,active,person,2020-06-10,19500,1,2020-03-20,hidden,FTTH 15,26000,APN - San Chaung Garden
2518,recurring,disabled,person,2020-06-10,0,1,2020-03-21,hidden,FTTH 15,26000,Uni - Bahan
2521,recurring,disabled,person,2020-06-11,0,1,2021-07-01,active,FTTH 15,26000,Uni - Mayangone
2522,recurring,disabled,person,2020-06-11,0,1,2020-03-21,hidden,FTTH 15,26000,MIH - Thingangyun
2524,recurring,disabled,person,2020-06-11,0,1,2020-03-21,hidden,FTTH 15,26000,Uni - Dawpone
2525,recurring,active,person,2020-06-11,19500,1,2021-07-01,active,FTTH 15,26000,Uni - Mayangone
2526,recurring,active,person,2020-06-11,26000,1,2020-03-21,hidden,FTTH 15,26000,MIH - Thingangyun
2530,recurring,active,person,2020-06-12,1500,1,2020-03-21,hidden,FTTH 15,26000,LAOKAI-FTTH
2540,recurring,active,person,2020-06-13,26000,1,2021-08-01,active,FTTH 15,26000,APN - Samanea
2541,recurring,disabled,person,2020-06-13,0,1,2020-03-23,hidden,FTTH 15,26000,LAOKAI-FTTH
2543,recurring,active,person,2020-06-13,26000,1,2021-07-01,active,FTTH 15,26000,PYAY-CITY-FTTH
2547,recurring,disabled,person,2020-06-15,0,1,2020-03-23,hidden,FTTH 15,26000,MIH - Thar Kay Ta
2548,recurring,disabled,person,2020-06-15,0,1,2020-03-23,hidden,FTTH 15,26000,MIH - Mayangone
2551,recurring,disabled,person,2020-06-15,0,1,2021-09-01,active,FTTH 15,26000,Uni - Sanchaung
2552,recurring,disabled,person,2020-06-15,0,1,2021-07-01,active,FTTH 15,26000,Uni - Dagonseikkan
2556,recurring,blocked,person,2020-06-16,26000,1,2021-07-01,active,FTTH 15,26000,PYAY-CITY-FTTH
2560,recurring,disabled,person,2020-06-16,0,1,2020-03-23,hidden,FTTH 15,26000,LAOKAI-FTTH
2564,recurring,active,person,2020-06-16,35000,1,2021-07-01,disabled,FTTH 15,26000,APN - San Chaung Garden
2568,recurring,disabled,person,2020-06-16,0,1,2020-03-24,hidden,FTTH 15,26000,LAOKAI-FTTH
2570,recurring,disabled,person,2020-06-16,0,1,2020-03-24,hidden,FTTH 15,26000,LAOKAI-FTTH
2573,recurring,disabled,person,2020-06-16,0,1,2020-03-24,hidden,FTTH 15,26000,LAOKAI-FTTH
2574,recurring,disabled,person,2020-06-16,0,1,2021-07-01,active,FTTH 15,26000,LAOKAI-FTTH
2575,recurring,disabled,person,2020-06-17,0,1,2021-07-01,active,FTTH 15,26000,MIH - Tamwe
2576,recurring,blocked,person,2020-06-17,0,1,2021-07-01,disabled,FTTH 15,26000,APN - AYCT
2582,recurring,disabled,person,2020-06-17,0,1,2020-03-25,hidden,FTTH 15,26000,MIH - Hlaing
2583,recurring,active,person,2020-06-18,26000,1,2020-03-25,hidden,FTTH 15,26000,APN - AYCT
2584,recurring,active,person,2020-06-18,35000,1,2020-03-25,hidden,FTTH 15,26000,APN - San Chaung Garden
2585,recurring,disabled,person,2020-06-18,0,1,2020-03-25,hidden,FTTH 60,75000,Uni - Insein
2588,recurring,disabled,person,2020-06-18,0,1,2020-03-25,hidden,FTTH 15,26000,Uni - Hlaing
2595,recurring,active,person,2020-06-19,26000,1,2020-03-25,disabled,LK-BI-Global-20,1500,MIH - Thingangyun
2597,recurring,disabled,person,2020-06-19,0,1,2021-07-01,hidden,FTTH 15,26000,MIH - Bahan
2601,recurring,active,person,2020-06-19,26000,1,2021-07-01,active,FTTH 15,26000,Uni - Dawpone
2603,recurring,disabled,person,2020-06-19,0,1,2020-03-26,hidden,FTTH 15,26000,LAOKAI-FTTH
2609,recurring,disabled,person,2020-06-20,0,1,2021-07-01,active,FTTH 15,26000,MIH - Thingangyun
2610,recurring,active,person,2020-06-20,26000,1,2021-09-01,hidden,FTTH 15,26000,Uni - Thar Kay Ta
2612,recurring,active,person,2020-06-22,35000,1,2021-07-01,active,FTTH 15,26000,APN - San Chaung Garden
2621,recurring,active,person,2020-06-22,26000,1,2020-03-26,hidden,FTTH 15,26000,MIH - Kyimyintdaing
2626,recurring,active,person,2020-06-23,26000,1,2020-03-28,hidden,FTTH 15,26000,APN - Pyi Yeik Mon ( Bayintnaung)
2627,recurring,active,person,2020-06-23,26000,1,2021-07-01,disabled,FTTH 60,75000,PYAY-CITY-FTTH
2629,recurring,active,person,2020-06-23,26000,1,2020-03-28,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2630,recurring,active,person,2020-06-23,95200,1,2020-03-28,hidden,FTTH 15,26000,MIH - Bahan
2636,recurring,disabled,person,2020-06-23,0,1,2021-07-01,active,FTTH 15,26000,MIH - Tamwe
2641,recurring,active,person,2020-06-24,31500,1,2021-07-01,active,FTTH 15,26000,MIH - Kyimyintdaing
2643,recurring,disabled,person,2020-06-24,0,1,2021-07-01,disabled,FTTH 25,42000,MIH - Tamwe
2648,recurring,disabled,person,2020-06-24,0,1,2021-07-01,active,FTTH 15,26000,PYAY-CITY-FTTH
2649,recurring,disabled,person,2020-06-24,0,1,2021-07-01,active,FTTH 15,26000,MIH - Kyauktada
2657,recurring,active,person,2020-07-11,26000,1,2021-07-01,disabled,FTTH 60,75000,PYAY-CITY-FTTH
2661,recurring,blocked,person,2020-06-25,42000,1,2020-03-30,hidden,FTTH 15,26000,MIH - Hlaing
